Filght_date,Flight_ID,Departure point,Arrival point,Scheduled_departure_time,Scheduled_arrival_time,STATUS,Aircraft_code,Arrival delay
2016-03-20,TU 0725 ,ORY,TUN,2016-03-20 08:00:00,2016-03-20 10.25.00,ATA,TU 32AIMI,142.0
2016-03-20,TU 0694 ,DJE,MRS,2016-03-20 14:00:00,2016-03-20 15.55.00,ATA,TU 736IOR,215.0
2016-03-20,TU 0430 ,DJE,LYS,2016-03-20 14:05:00,2016-03-20 16.25.00,ATA,TU 736IOP,245.0
2016-03-20,TU 0480 ,DJE,NTE,2016-03-20 14:10:00,2016-03-20 17.00.00,ATA,TU 32AIMF,509.0
2016-03-20,TU 0283 ,TLS,TUN,2016-03-20 16:20:00,2016-03-20 18.15.00,ATA,TU 32AIMH,615.0
2016-03-21,TU 0709 ,ORN,TUN,2016-03-21 10:25:00,2016-03-21 12.10.00,ATA,TU 320IMU,135.0
2016-03-26,TU 6004 ,JED,TUN,2016-03-26 15:45:00,2016-03-26 20.20.00,ATA,TU 332IFM,30.0
2016-03-26,TU 0757 ,MXP,TUN,2016-03-26 15:40:00,2016-03-26 17.35.00,ATA,TU 32AIMN,35.0
2016-03-26,TU 0723 ,ORY,TUN,2016-03-26 18:30:00,2016-03-26 21.00.00,ATA,TU 320IMV,0.0
2016-03-26,TU 0724 ,TUN,ORY,2016-03-26 18:30:00,2016-03-26 20.50.00,ATA,TU 32AIMN,24.0
2016-03-26,TU 6497 ,HAM,NBE,2016-03-26 17:55:00,2016-03-26 20.50.00,ATA,TU 736IOR,115.0
2016-03-26,TU 6593 ,SXF,NBE,2016-03-26 19:20:00,2016-03-26 22.10.00,ATA,TU 32AIMP,6.0
2016-03-26,TU 9007 ,NBE,TUN,2016-03-26 19:30:00,2016-03-26 20.00.00,ATA,TU 736IOQ,0.0
2016-03-27,TU 0725 ,ORY,TUN,2016-03-27 06:00:00,2016-03-27 08.25.00,ATA,TU 32AIMN,19.0
2016-03-27,TU 0362 ,TUN,BLQ,2016-03-27 08:30:00,2016-03-27 10.10.00,ATA,TU 320IMW,0.0
2016-03-27,TU 0481 ,NTE,DJE,2016-03-27 08:50:00,2016-03-27 11.35.00,ATA,TU 31AIMK,10.0
2016-03-27,TU 0209 ,NTE,TUN,2016-03-27 10:10:00,2016-03-27 12.25.00,ATA,TU 736IOQ,5.0
2016-03-27,TU 0997 ,NCE,TUN,2016-03-27 10:15:00,2016-03-27 11.45.00,ATA,TU 32AIML,10.0
2016-03-27,TU 0374 ,TUN,ALG,2016-03-27 13:45:00,2016-03-27 15.05.00,ATA,TU 332IFM,271.0
2016-03-27,TU 0375 ,ALG,TUN,2016-03-27 16:05:00,2016-03-27 17.15.00,ATA,TU 332IFM,365.0
2016-03-27,TU 0713 ,TUN,JED,2016-03-27 18:45:00,2016-03-27 23.10.00,ATA,TU 332IFM,334.0
2016-03-28,TU 0714 ,JED,TUN,2016-03-28 00:30:00,2016-03-28 05.25.00,ATA,TU 332IFM,350.0
2016-03-28,TU 6068 ,JED,TUN,2016-03-28 00:15:00,2016-03-28 05.15.00,ATA,TU 320IMT,25.0
2016-03-27,TU 6036 ,JED,TUN,2016-03-27 23:15:00,2016-03-28 03.50.00,ATA,TU 320IMU,60.0
2016-03-28,TU 0398 ,OUA,TUN,2016-03-28 00:55:00,2016-03-28 05.10.00,ATA,TU 320IMV,42.0
2016-03-28,TU 0614 ,DKR,TUN,2016-03-28 01:10:00,2016-03-28 05.50.00,ATA,TU 32AIMI,56.0
2016-03-28,TU 0996 ,TUN,NCE,2016-03-28 07:50:00,2016-03-28 09.20.00,ATA,TU 320IMT,14.0
2016-03-28,TU 0514 ,TUN,BCN,2016-03-28 08:05:00,2016-03-28 09.50.00,ATA,TU 32AIMH,0.0
2016-03-28,TU 0750 ,TUN,LYS,2016-03-28 08:00:00,2016-03-28 09.50.00,ATA,TU 320IMS,10.0
2016-03-28,TU 0752 ,TUN,FCO,2016-03-28 08:00:00,2016-03-28 09.20.00,ATA,TU 31BIMQ,17.0
2016-03-28,TU 0700 ,TUN,GVA,2016-03-28 08:10:00,2016-03-28 10.05.00,ATA,TU 32AIMI,12.0
2016-03-28,TU 0751 ,LYS,TUN,2016-03-28 10:40:00,2016-03-28 12.35.00,ATA,TU 320IMS,25.0
2016-03-28,TU 0701 ,GVA,TUN,2016-03-28 11:00:00,2016-03-28 12.55.00,ATA,TU 32AIMI,9.0
2016-03-28,TU 0857 ,MXP,TUN,2016-03-28 12:35:00,2016-03-28 14.25.00,ATA,TU 32AIMP,20.0
2016-03-28,TU 0756 ,TUN,MXP,2016-03-28 13:25:00,2016-03-28 15.10.00,ATA,TU 32AIMI,70.0
2016-03-28,TU 6013 ,TUN,JED,2016-03-28 14:55:00,2016-03-28 18.50.00,ATA,TU 320IMV,31.0
2016-03-28,TU 0928 ,TUN,MRS,2016-03-28 16:15:00,2016-03-28 17.50.00,ATA,TU 32AIMN,45.0
2016-03-28,TU 0721 ,ORY,TUN,2016-03-28 15:45:00,2016-03-28 18.10.00,ATA,TU 320IMR,25.0
2016-03-28,TU 0723 ,ORY,TUN,2016-03-28 17:50:00,2016-03-28 20.15.00,ATA,TU 32AIMD,59.0
2016-03-29,TU 6039 ,TUN,TOE,2016-03-29 00:01:00,2016-03-29 00.55.00,ATA,TU 320IMU,29.0
2016-03-29,TU 0914 ,MED,TUN,2016-03-29 00:40:00,2016-03-29 05.20.00,ATA,TU 320IMS,14.0
2016-03-29,TU 6039 ,TOE,JED,2016-03-29 01:45:00,2016-03-29 05.50.00,ATA,TU 320IMU,15.0
2016-03-29,TU 6038 ,JED,TUN,2016-03-29 01:50:00,2016-03-29 06.25.00,ATA,TU 320IMR,95.0
2016-03-29,TU 0880 ,TUN,AMS,2016-03-29 05:55:00,2016-03-29 08.45.00,ATA,TU 736IOQ,23.0
2016-03-29,TU 0930 ,TUN,MRS,2016-03-29 06:25:00,2016-03-29 08.00.00,ATA,TU 32AIML,12.0
2016-03-29,TU 6040 ,TOE,TUN,2016-03-29 14:15:00,2016-03-29 15.05.00,ATA,TU 320IMU,0.0
2016-03-29,TU 0756 ,TUN,MXP,2016-03-29 12:30:00,2016-03-29 14.15.00,ATA,TU 32AIML,0.0
2016-03-29,TU 0745 ,FRA,TUN,2016-03-29 12:25:00,2016-03-29 14.45.00,ATA,TU 32AIMN,5.0
2016-03-29,TU 6016 ,JED,TUN,2016-03-29 12:20:00,2016-03-29 16.55.00,ATA,TU 332IFM,190.0
2016-03-29,TU 8270 ,LFW,TUN,2016-03-29 21:00:00,2016-03-30 01.45.00,ATA,TU 31AIMJ,0.0
2016-03-29,TU 0397 ,OUA,ABJ,2016-03-29 20:25:00,2016-03-29 21.50.00,ATA,TU 320IMR,5.0
2016-03-29,TU 6025 ,TUN,JED,2016-03-29 20:35:00,2016-03-30 00.30.00,ATA,TU 320IMT,0.0
2016-03-29,TU 0727 ,MIR,MIR,2016-03-29 20:30:00,2016-03-29 21.15.00,ATA,TU 31AIMK,0.0
2016-03-29,TU 6017 ,TUN,DJE,2016-03-29 21:20:00,2016-03-29 22.10.00,ATA,TU 320IMS,0.0
2016-03-29,TU 6094 ,JED,TUN,2016-03-29 21:15:00,2016-03-30 01.50.00,ATA,TU 320IMU,12.0
2016-03-29,TU 9015 ,TUN,MIR,2016-03-29 22:20:00,2016-03-29 22.45.00,ATA,TU 32AIMF,0.0
2016-03-29,TU 0727 ,MIR,DJE,2016-03-29 20:30:00,2016-03-29 21.15.00,ATA,TU 32AIMF,255.0
2016-03-30,TU 9016 ,DJE,TUN,2016-03-30 00:10:00,2016-03-30 00.50.00,ATA,TU 32AIMF,0.0
2016-03-29,TU 0398 ,ABJ,TUN,2016-03-29 22:40:00,2016-03-30 03.55.00,ATA,TU 320IMR,0.0
2016-03-30,TU 0725 ,ORY,TUN,2016-03-30 06:00:00,2016-03-30 08.25.00,ATA,TU 32AIML,5.0
2016-03-30,TU 0930 ,TUN,MRS,2016-03-30 06:25:00,2016-03-30 08.00.00,ATA,TU 31AIMJ,12.0
2016-03-30,TU 6018 ,DJE,TUN,2016-03-30 10:35:00,2016-03-30 11.25.00,ATA,TU 320IMS,0.0
2016-03-30,UG 0002 ,TUN,DJE,2016-03-30 06:20:00,2016-03-30 07.10.00,ATA,TU 32AIMD,22.0
2016-03-30,TU 6026 ,DJE,TUN,2016-03-30 07:05:00,2016-03-30 07.55.00,ATA,TU 320IMT,110.0
2016-03-30,TU 0542 ,TUN,MUC,2016-03-30 06:55:00,2016-03-30 09.10.00,ATA,TU 736IOP,22.0
2016-03-30,TU 6092 ,JED,DJE,2016-03-30 07:15:00,2016-03-30 12.00.00,ATA,TU 320IMW,55.0
2016-03-30,TU 0996 ,TUN,NCE,2016-03-30 07:50:00,2016-03-30 09.20.00,ATA,TU 32AIMG,46.0
2016-03-30,TU 0848 ,BEY,TUN,2016-03-30 09:20:00,2016-03-30 12.50.00,ATA,TU 31BIMQ,15.0
2016-03-30,TU 0745 ,FRA,TUN,2016-03-30 10:30:00,2016-03-30 12.55.00,ATA,TU 32AIMP,15.0
2016-03-30,TU 0701 ,GVA,TUN,2016-03-30 11:10:00,2016-03-30 13.05.00,ATA,TU 32AIMN,0.0
2016-03-30,TU 0246 ,TUN,SXB,2016-03-30 13:35:00,2016-03-30 15.55.00,ATA,TU 736IOP,12.0
2016-03-30,TU 0374 ,TUN,ALG,2016-03-30 13:45:00,2016-03-30 15.05.00,ATA,TU 320IMR,0.0
2016-03-30,TU 0903 ,MRS,TUN,2016-03-30 14:25:00,2016-03-30 16.00.00,ATA,TU 31AIMJ,7.0
2016-03-30,TU 0722 ,TUN,ORY,2016-03-30 14:30:00,2016-03-30 16.50.00,ATA,TU 32AIMP,0.0
2016-03-30,TU 0606 ,TUN,MAD,2016-03-30 14:30:00,2016-03-30 16.35.00,ATA,TU 31BIMQ,0.0
2016-03-30,TU 0721 ,ORY,TUN,2016-03-30 15:45:00,2016-03-30 18.10.00,ATA,TU 320IMS,10.0
2016-03-31,TU 6043 ,TUN,JED,2016-03-31 00:25:00,2016-03-31 04.50.00,ATA,TU 320IMS,0.0
2016-03-31,TU 0714 ,JED,TUN,2016-03-31 00:30:00,2016-03-31 05.25.00,ATA,TU 332IFM,85.0
2016-03-31,TU 0752 ,TUN,FCO,2016-03-31 08:00:00,2016-03-31 09.20.00,ATA,TU 31BIMO,0.0
2016-03-31,TU 0708 ,TUN,ORN,2016-03-31 08:05:00,2016-03-31 09.55.00,ATA,TU 32AIMN,43.0
2016-03-31,TU 0996 ,TUN,NCE,2016-03-31 07:50:00,2016-03-31 09.20.00,ATA,TU 32AIMH,0.0
2016-03-31,TU 0931 ,MRS,TUN,2016-03-31 08:50:00,2016-03-31 10.25.00,ATA,TU 736IOQ,25.0
2016-03-31,TU 0514 ,TUN,BCN,2016-03-31 08:05:00,2016-03-31 09.50.00,ATA,TU 32AIMI,28.0
2016-03-31,TU 0744 ,TUN,FRA,2016-03-31 08:50:00,2016-03-31 11.25.00,ATA,TU 320IMW,25.0
2016-03-31,TU 9025 ,TUN,DJE,2016-03-31 09:55:00,2016-03-31 10.45.00,ATA,TU 31AIMJ,0.0
2016-03-31,TU 0712 ,CMN,TUN,2016-03-31 10:35:00,2016-03-31 13.00.00,ATA,TU 736IOP,0.0
2016-03-31,TU 0814 ,CAI,TUN,2016-03-31 10:55:00,2016-03-31 14.10.00,ATA,TU 32AIMP,8.0
2016-03-31,TU 0515 ,BCN,TUN,2016-03-31 10:40:00,2016-03-31 12.15.00,ATA,TU 32AIMI,46.0
2016-03-31,TU 0397 ,TUN,OUA,2016-03-31 15:15:00,2016-03-31 19.35.00,ATA,TU 320IMR,5.0
2016-03-31,TU 0375 ,ALG,TUN,2016-03-31 16:05:00,2016-03-31 17.15.00,ATA,TU 320IMU,50.0
2016-03-31,TU 9004 ,MIR,DJE,2016-03-31 17:15:00,2016-03-31 18.00.00,ATA,TU 31AIMK,0.0
2016-04-01,TU 0396 ,BKO,TUN,2016-04-01 01:15:00,2016-04-01 05.50.00,ATA,TU 736IOQ,116.0
2016-03-31,TU 0789 ,OST,TUN,2016-03-31 16:50:00,2016-03-31 19.20.00,ATA,TU 320IMT,25.0
2016-03-31,TU 0217 ,IST,TUN,2016-03-31 19:35:00,2016-03-31 22.20.00,ATA,TU 320IMW,12.0
2016-03-31,TU 0397 ,OUA,ABJ,2016-03-31 20:25:00,2016-03-31 21.50.00,ATA,TU 320IMR,0.0
2016-03-31,TU 0398 ,ABJ,TUN,2016-03-31 22:40:00,2016-04-01 03.55.00,ATA,TU 320IMR,18.0
2016-04-01,TU 0714 ,JED,TUN,2016-04-01 00:30:00,2016-04-01 05.25.00,ATA,TU 332IFN,30.0
2016-04-01,TU 9000 ,TUN,DJE,2016-04-01 03:45:00,2016-04-01 04.35.00,ATA,TU 736IOP,0.0
2016-04-01,TU 0498 ,DJE,MUC,2016-04-01 04:10:00,2016-04-01 06.45.00,ATA,TU 736IOR,0.0
2016-04-01,TU 6550 ,DJE,SXF,2016-04-01 05:10:00,2016-04-01 08.25.00,ATA,TU 736IOP,0.0
2016-04-01,TU 0466 ,DJE,HAM,2016-04-01 05:30:00,2016-04-01 08.40.00,ATA,TU 31AIMJ,100.0
2016-04-01,TU 0725 ,ORY,TUN,2016-04-01 06:00:00,2016-04-01 08.25.00,ATA,TU 32AIML,0.0
2016-04-01,TU 0880 ,TUN,AMS,2016-04-01 05:50:00,2016-04-01 08.40.00,ATA,TU 32AIMI,0.0
2016-04-01,TU 0634 ,DJE,ORY,2016-04-01 06:05:00,2016-04-01 08.50.00,ATA,TU 31AIMK,0.0
2016-04-01,TU 0930 ,TUN,MRS,2016-04-01 06:25:00,2016-04-01 08.00.00,ATA,TU 320IMT,0.0
2016-04-01,TU 6548 ,TUN,HAM,2016-04-01 06:30:00,2016-04-01 09.25.00,ATA,TU 32AIMF,8.0
2016-04-01,TU 0744 ,TUN,FRA,2016-04-01 06:30:00,2016-04-01 09.05.00,ATA,TU 32AIMN,12.0
2016-04-01,TU 0526 ,TUN,DUS,2016-04-01 06:25:00,2016-04-01 09.10.00,ATA,TU 32AIMH,24.0
2016-04-01,TU 0538 ,DJE,DUS,2016-04-01 06:30:00,2016-04-01 09.35.00,ATA,TU 736IOK,17.0
2016-04-01,TU 0716 ,TUN,ORY,2016-04-01 06:50:00,2016-04-01 09.10.00,ATA,TU 32AIMP,12.0
2016-08-04,TU 0752 ,TUN,FCO,2016-08-04 08:00:00,2016-08-04 09.20.00,ATA,TU 31BIMO,0.0
2016-08-04,TU 6201 ,CDG,DJE,2016-08-04 08:05:00,2016-08-04 11.00.00,ATA,TU 736IOM,10.0
2016-08-04,TU 0753 ,FCO,TUN,2016-08-04 10:20:00,2016-08-04 11.35.00,ATA,TU 31BIMO,15.0
2016-08-04,TU 0791 ,LGW,TUN,2016-08-04 10:35:00,2016-08-04 13.20.00,ATA,TU 320IMS,0.0
2016-08-04,TU 9111 ,MIR,TUN,2016-08-04 11:00:00,2016-08-04 11.30.00,ATA,TU 736IOP,0.0
2016-08-04,TU 0857 ,MXP,TUN,2016-08-04 10:35:00,2016-08-04 12.30.00,ATA,TU 32AIMI,55.0
2016-08-04,TU 0440 ,MIR,ORY,2016-08-04 12:45:00,2016-08-04 15.15.00,ATA,TU 32AIMG,59.0
2016-08-04,TU 0642 ,TUN,VIE,2016-08-04 13:45:00,2016-08-04 16.00.00,ATA,TU 32AIMI,60.0
2016-08-04,TU 0695 ,MRS,DJE,2016-08-04 14:35:00,2016-08-04 16.35.00,ATA,TU 736IOK,0.0
2016-08-04,TU 0756 ,TUN,MXP,2016-08-04 12:30:00,2016-08-04 14.15.00,ATA,TU 320IMV,204.0
2016-08-04,TU 0734 ,DJE,ORY,2016-08-04 13:30:00,2016-08-04 16.10.00,ATA,TU 31AIMK,8.0
2016-08-04,TU 0251 ,NCE,MIR,2016-08-04 14:30:00,2016-08-04 16.15.00,ATA,TU 31AIMJ,6.0
2016-08-04,TU 0701 ,GVA,TUN,2016-08-04 15:55:00,2016-08-04 17.50.00,ATA,TU 32AIMF,15.0
2016-08-04,TU 0757 ,MXP,TUN,2016-08-04 15:05:00,2016-08-04 16.55.00,ATA,TU 320IMV,140.0
2016-08-04,TU 0998 ,TUN,NCE,2016-08-04 14:15:00,2016-08-04 15.45.00,ATA,TU 320IMS,44.0
2016-08-04,TU 0282 ,TUN,TLS,2016-08-04 14:20:00,2016-08-04 16.15.00,ATA,TU 736IOL,36.0
2016-08-04,TU 0852 ,TUN,FCO,2016-08-04 14:30:00,2016-08-04 15.50.00,ATA,TU 320IMR,40.0
2016-08-04,TU 0999 ,NCE,TUN,2016-08-04 16:35:00,2016-08-04 18.10.00,ATA,TU 320IMS,25.0
2016-08-04,TU 0431 ,LYS,DJE,2016-08-04 14:40:00,2016-08-04 17.00.00,ATA,TU 736IOM,36.0
2016-08-04,TU 0853 ,FCO,TUN,2016-08-04 16:50:00,2016-08-04 18.05.00,ATA,TU 320IMR,32.0
2016-08-04,TU 3501 ,TUN,EBL,2016-08-04 20:00:00,2016-08-04 23.50.00,ATA,TU 320IMR,12.0
2016-08-05,TU 0250 ,MIR,NCE,2016-08-05 06:00:00,2016-08-05 07.40.00,ATA,TU 736IOR,0.0
2016-08-05,TU 0725 ,ORY,TUN,2016-08-05 06:00:00,2016-08-05 08.25.00,ATA,TU 320IMU,0.0
2016-08-05,TU 0880 ,TUN,AMS,2016-08-05 05:50:00,2016-08-05 08.40.00,ATA,TU 736IOP,18.0
2016-08-05,TU 0634 ,DJE,ORY,2016-08-05 06:05:00,2016-08-05 08.50.00,ATA,TU 31AIMK,0.0
2016-08-05,TU 0930 ,TUN,MRS,2016-08-05 06:25:00,2016-08-05 08.00.00,ATA,TU 320IMW,25.0
2016-08-05,TU 0744 ,TUN,FRA,2016-08-05 06:30:00,2016-08-05 09.05.00,ATA,TU 320IMT,39.0
2016-08-05,TU 0996 ,TUN,NCE,2016-08-05 07:50:00,2016-08-05 09.20.00,ATA,TU 332IFM,108.0
2016-08-05,TU 0997 ,NCE,TUN,2016-08-05 10:20:00,2016-08-05 11.50.00,ATA,TU 332IFM,50.0
2016-08-05,TU 0226 ,TUN,BEG,2016-08-05 14:25:00,2016-08-05 16.30.00,ATA,TU 320IMV,206.0
2016-08-05,TU 0538 ,DJE,DUS,2016-08-05 06:30:00,2016-08-05 09.35.00,ATA,TU 736IOK,0.0
2016-08-05,TU 0526 ,TUN,DUS,2016-08-05 06:25:00,2016-08-05 09.10.00,ATA,TU 32AIML,29.0
2016-08-05,TU 0705 ,TUN,CMN,2016-08-05 16:00:00,2016-08-05 18.45.00,ATA,TU 31BIMO,248.0
2016-08-05,TU 0706 ,CMN,TUN,2016-08-05 19:35:00,2016-08-05 22.00.00,ATA,TU 31BIMO,225.0
2016-08-05,TU 0717 ,ORY,TUN,2016-08-05 10:15:00,2016-08-05 12.40.00,ATA,TU 332IFN,145.0
2016-08-05,TU 0752 ,TUN,FCO,2016-08-05 08:00:00,2016-08-05 09.20.00,ATA,TU 31BIMQ,0.0
2016-08-05,TU 0527 ,DUS,TUN,2016-08-05 10:00:00,2016-08-05 12.40.00,ATA,TU 32AIML,31.0
2016-08-05,TU 0750 ,TUN,LYS,2016-08-05 08:00:00,2016-08-05 09.50.00,ATA,TU 320IMS,16.0
2016-08-05,TU 0251 ,NCE,MIR,2016-08-05 08:25:00,2016-08-05 10.05.00,ATA,TU 736IOR,0.0
2016-08-05,TU 0283 ,TLS,TUN,2016-08-05 09:35:00,2016-08-05 11.30.00,ATA,TU 32AIMF,55.0
2016-08-05,TU 0467 ,HAM,DJE,2016-08-05 09:30:00,2016-08-05 12.40.00,ATA,TU 31AIMJ,0.0
2016-08-05,TU 0753 ,FCO,TUN,2016-08-05 10:20:00,2016-08-05 11.35.00,ATA,TU 31BIMQ,0.0
2016-08-05,TU 0756 ,TUN,MXP,2016-08-05 12:30:00,2016-08-05 14.15.00,ATA,TU 32AIMF,75.0
2016-08-05,TU 0539 ,DUS,DJE,2016-08-05 10:35:00,2016-08-05 13.40.00,ATA,TU 736IOK,0.0
2016-08-05,TU 0757 ,MXP,TUN,2016-08-05 15:05:00,2016-08-05 17.00.00,ATA,TU 32AIMF,110.0
2016-08-05,TU 0712 ,CMN,TUN,2016-08-05 10:35:00,2016-08-05 12.55.00,ATA,TU 32AIMH,6.0
2016-08-05,TU 0850 ,TUN,LYS,2016-08-05 13:20:00,2016-08-05 15.10.00,ATA,TU 32AIML,67.0
2016-08-05,TU 0629 ,BOD,TUN,2016-08-05 10:10:00,2016-08-05 12.20.00,ATA,TU 736IOL,57.0
2016-08-05,TU 0440 ,MIR,ORY,2016-08-05 11:00:00,2016-08-05 13.30.00,ATA,TU 736IOR,0.0
2016-08-05,TU 0857 ,MXP,TUN,2016-08-05 10:35:00,2016-08-05 12.30.00,ATA,TU 31BIMO,10.0
2016-08-05,TU 9011 ,DJE,TUN,2016-08-05 11:15:00,2016-08-05 12.00.00,ATA,TU 736ION,0.0
2016-08-05,TU 0722 ,TUN,ORY,2016-08-05 13:55:00,2016-08-05 16.20.00,ATA,TU 320IMT,98.0
2016-08-06,TU 0726 ,DJE,MIR,2016-08-06 04:35:00,2016-08-06 05.15.00,ATA,TU 320IMT,0.0
2016-08-06,TU 9177 ,DJE,NBE,2016-08-06 03:30:00,2016-08-06 04.20.00,ATA,TU 736IOM,107.0
2016-08-06,TU 9050 ,TUN,MIR,2016-08-06 04:30:00,2016-08-06 05.05.00,ATA,TU 320IMS,0.0
2016-08-06,TU 0718 ,TUN,ORY,2016-08-06 09:20:00,2016-08-06 11.40.00,ATA,TU 320IMV,331.0
2016-08-06,TU 0216 ,TUN,IST,2016-08-06 15:55:00,2016-08-06 18.30.00,ATA,TU 320IMV,347.0
2016-08-06,TU 0750 ,TUN,LYS,2016-08-06 08:00:00,2016-08-06 09.50.00,ATA,TU 32AIMF,150.0
2016-08-06,TU 0751 ,LYS,TUN,2016-08-06 10:40:00,2016-08-06 12.35.00,ATA,TU 32AIMF,165.0
2016-08-06,TU 0719 ,ORY,TUN,2016-08-06 12:40:00,2016-08-06 15.05.00,ATA,TU 320IMV,345.0
2016-08-06,TU 0756 ,TUN,MXP,2016-08-06 12:30:00,2016-08-06 14.15.00,ATA,TU 32AIMD,68.0
2016-08-06,TU 0757 ,MXP,TUN,2016-08-06 15:05:00,2016-08-06 17.00.00,ATA,TU 32AIMD,115.0
2016-08-06,TU 0217 ,IST,TUN,2016-08-06 19:35:00,2016-08-06 22.20.00,ATA,TU 320IMV,335.0
2016-08-06,TU 0753 ,FCO,TUN,2016-08-06 10:20:00,2016-08-06 11.35.00,ATA,TU 320IMV,10.0
2016-08-06,TU 0931 ,MRS,TUN,2016-08-06 08:50:00,2016-08-06 10.25.00,ATA,TU 736IOP,20.0
2016-08-06,TU 0202 ,TUN,YUL,2016-08-06 09:15:00,2016-08-06 18.10.00,ATA,TU 332IFN,14.0
2016-08-06,TU 0635 ,ORY,DJE,2016-08-06 09:50:00,2016-08-06 12.35.00,ATA,TU 31AIMK,7.0
2016-08-06,TU 0339 ,ALG,TUN,2016-08-06 09:50:00,2016-08-06 11.00.00,ATA,TU 32AIML,0.0
2016-08-06,TU 0553 ,HAM,NBE,2016-08-06 10:25:00,2016-08-06 13.20.00,ATA,TU 32AIMG,45.0
2016-08-06,TU 0717 ,ORY,TUN,2016-08-06 10:15:00,2016-08-06 12.40.00,ATA,TU 32AIMD,7.0
2016-08-06,TU 0727 ,BRU,MIR,2016-08-06 09:45:00,2016-08-06 12.30.00,ATA,TU 320IMT,40.0
2016-08-06,TU 0712 ,CMN,TUN,2016-08-06 10:35:00,2016-08-06 13.00.00,ATA,TU 32AIMH,0.0
2016-08-06,TU 0440 ,MIR,ORY,2016-08-06 11:15:00,2016-08-06 13.45.00,ATA,TU 736IOR,36.0
2016-08-06,TU 0789 ,BRU,TUN,2016-08-06 11:00:00,2016-08-06 13.40.00,ATA,TU 320IMR,38.0
2016-08-06,TU 0998 ,TUN,NCE,2016-08-06 14:15:00,2016-08-06 15.45.00,ATA,TU 320IMW,43.0
2016-08-06,TU 0999 ,NCE,TUN,2016-08-06 16:35:00,2016-08-06 18.10.00,ATA,TU 320IMW,47.0
2016-08-06,TU 0722 ,TUN,ORY,2016-08-06 14:30:00,2016-08-06 16.50.00,ATA,TU 32AIMF,80.0
2016-08-06,TU 0484 ,DJE,ZRH,2016-08-06 12:35:00,2016-08-06 15.00.00,ATA,TU 31AIMJ,0.0
2016-08-06,TU 0723 ,ORY,TUN,2016-08-06 17:50:00,2016-08-06 20.15.00,ATA,TU 32AIMF,120.0
2016-08-06,TU 0850 ,TUN,LYS,2016-08-06 13:20:00,2016-08-06 15.10.00,ATA,TU 736IOK,70.0
2016-08-07,TU 0682 ,DJE,NCE,2016-08-07 06:15:00,2016-08-07 08.05.00,ATA,TU 31AIMK,0.0
2016-08-06,TU 0283 ,TLS,TUN,2016-08-06 14:50:00,2016-08-06 16.45.00,ATA,TU 736ION,30.0
2016-08-06,TU 0851 ,LYS,TUN,2016-08-06 16:00:00,2016-08-06 17.55.00,ATA,TU 736IOK,130.0
2016-08-07,TU 0714 ,JED,TUN,2016-08-07 00:30:00,2016-08-07 05.25.00,ATA,TU 320IMU,120.0
2016-08-07,TU 0440 ,MIR,ORY,2016-08-07 05:05:00,2016-08-07 07.30.00,ATA,TU 31AIMJ,0.0
2016-08-07,TU 8710 ,DJE,NTE,2016-08-07 05:05:00,2016-08-07 07.55.00,ATA,TU 736IOK,0.0
2016-08-07,TU 0430 ,DJE,LYS,2016-08-07 05:20:00,2016-08-07 07.40.00,ATA,TU 736IOP,120.0
2016-08-07,TU 0725 ,ORY,TUN,2016-08-07 06:00:00,2016-08-07 08.25.00,ATA,TU 32AIMD,0.0
2016-08-07,TU 8224 ,NBE,OPO,2016-08-07 06:30:00,2016-08-07 09.15.00,ATA,TU 736IOL,5.0
2016-08-07,AT 0678 ,NDR,BRU,2016-08-07 07:00:00,2016-08-07 09.50.00,ATA,TU 32AIMM,0.0
2016-08-07,TU 0711 ,TUN,CMN,2016-08-07 07:00:00,2016-08-07 09.40.00,ATA,TU 320IMW,16.0
2016-08-07,TU 0208 ,TUN,NTE,2016-08-07 07:00:00,2016-08-07 09.20.00,ATA,TU 32AIMI,40.0
2016-08-07,TU 0441 ,ORY,MIR,2016-08-07 08:25:00,2016-08-07 10.55.00,ATA,TU 31AIMJ,8.0
2016-08-07,TU 0514 ,TUN,BCN,2016-08-07 08:05:00,2016-08-07 09.50.00,ATA,TU 32AIMH,15.0
2016-08-07,TU 7455 ,CDG,DJE,2016-08-07 17:15:00,2016-08-07 20.10.00,ATA,TU 736IOK,145.0
2016-08-07,TU 0563 ,TUN,NKC,2016-08-07 18:45:00,2016-08-07 23.40.00,ATA,TU 320IMU,161.0
2016-08-07,TU 0851 ,LYS,TUN,2016-08-07 16:00:00,2016-08-07 17.55.00,ATA,TU 320IMU,121.0
2016-08-07,TU 0283 ,TLS,TUN,2016-08-07 16:05:00,2016-08-07 17.50.00,ATA,TU 32AIMI,50.0
2016-08-07,TU 0642 ,TUN,VIE,2016-08-07 13:45:00,2016-08-07 16.00.00,ATA,TU 320IMW,50.0
2016-08-07,TU 0695 ,MRS,DJE,2016-08-07 15:15:00,2016-08-07 17.15.00,ATA,TU 736ION,0.0
2016-08-07,TU 0614 ,DKR,BKO,2016-08-07 23:25:00,2016-08-08 01.05.00,ATA,TU 320IMS,155.0
2016-08-08,TU 0614 ,BKO,TUN,2016-08-08 01:55:00,2016-08-08 06.35.00,ATA,TU 320IMS,200.0
2016-08-07,TU 0722 ,TUN,ORY,2016-08-07 14:30:00,2016-08-07 16.50.00,ATA,TU 32AIML,53.0
